__time,vehicle_id,acceleration,__time_q3,linear_accel_y,time_diff_s
2026-02-19 02:06:01.010400+00:00,giga07,0.04286633885251514,2026-02-19 02:06:01.009707+00:00,0.20067022740840912,0.000693
2026-02-19 02:06:01.041335+00:00,giga07,0.043424634907940185,2026-02-19 02:06:01.039565+00:00,-0.18275724351406097,0.00177
2026-02-19 02:06:01.070829+00:00,giga07,0.036193278729198176,2026-02-19 02:06:01.069647+00:00,0.09392473846673965,0.001182
2026-02-19 02:06:01.098509+00:00,giga07,0.032952645586853034,2026-02-19 02:06:01.099584+00:00,-0.08959051221609116,-0.001075
2026-02-19 02:06:01.128599+00:00,giga07,0.034559562192102725,2026-02-19 02:06:01.129615+00:00,-0.021428188309073448,-0.001016
2026-02-19 02:06:01.159861+00:00,giga07,0.040314630907054914,2026-02-19 02:06:01.159529+00:00,0.11497630923986435,0.000332
2026-02-19 02:06:01.189808+00:00,giga07,0.04337142518781459,2026-02-19 02:06:01.189560+00:00,0.049034200608730316,0.000248
2026-02-19 02:06:01.222383+00:00,giga07,0.04283443738208715,2026-02-19 02:06:01.224514+00:00,-0.07348516583442688,-0.002131
2026-02-19 02:06:01.252456+00:00,giga07,0.03499454219608555,2026-02-19 02:06:01.254603+00:00,0.10845643281936646,-0.002147
2026-02-19 02:06:01.283379+00:00,giga07,0.03091931502238177,2026-02-19 02:06:01.284516+00:00,-0.1659131944179535,-0.001137
2026-02-19 02:06:01.312997+00:00,giga07,0.030106007712483247,2026-02-19 02:06:01.314602+00:00,0.05590476095676422,-0.001605
2026-02-19 02:06:01.342836+00:00,giga07,0.027858006256911066,2026-02-19 02:06:01.344513+00:00,-0.20317120850086212,-0.001677
2026-02-19 02:06:01.372856+00:00,giga07,0.03221949217624917,2026-02-19 02:06:01.374533+00:00,0.09725894778966904,-0.001677
2026-02-19 02:06:01.400954+00:00,giga07,0.03297451084600345,2026-02-19 02:06:01.399558+00:00,0.2101544290781021,0.001396
2026-02-19 02:06:01.433155+00:00,giga07,0.035874099247082326,2026-02-19 02:06:01.434598+00:00,-0.1783258467912674,-0.001443
2026-02-19 02:06:01.465037+00:00,giga07,0.03756977208150592,2026-02-19 02:06:01.464610+00:00,0.10296154022216797,0.000427
2026-02-19 02:06:01.493630+00:00,giga07,0.03348396182859688,2026-02-19 02:06:01.494554+00:00,0.005389874801039696,-0.000924
2026-02-19 02:06:01.525884+00:00,giga07,0.03768766739994684,2026-02-19 02:06:01.524532+00:00,0.13554835319519043,0.001352
2026-02-19 02:06:01.555487+00:00,giga07,0.039183303151224806,2026-02-19 02:06:01.554537+00:00,-0.011688470840454102,0.00095
2026-02-19 02:06:01.586186+00:00,giga07,0.04165288111964985,2026-02-19 02:06:01.584555+00:00,-0.052569713443517685,0.001631
2026-02-19 02:06:01.615785+00:00,giga07,0.04294244000498597,2026-02-19 02:06:01.615046+00:00,0.09176819026470184,0.000739
2026-02-19 02:06:01.646598+00:00,giga07,0.04445255811260703,2026-02-19 02:06:01.645100+00:00,-0.259280800819397,0.001498
2026-02-19 02:06:01.674658+00:00,giga07,0.04076949120654228,2026-02-19 02:06:01.675111+00:00,0.0853053480386734,-0.000453
2026-02-19 02:06:01.707124+00:00,giga07,0.0383388321616886,2026-02-19 02:06:01.704909+00:00,-0.055507998913526535,0.002215
2026-02-19 02:06:01.736500+00:00,giga07,0.04219677887016266,2026-02-19 02:06:01.734758+00:00,0.11297955363988876,0.001742
2026-02-19 02:06:01.764625+00:00,giga07,0.03501372670760483,2026-02-19 02:06:01.764685+00:00,0.11807096749544144,-6e-05
2026-02-19 02:06:01.795269+00:00,giga07,0.03394542670159098,2026-02-19 02:06:01.794709+00:00,-0.127393901348114,0.00056
2026-02-19 02:06:01.825519+00:00,giga07,0.03671436058338464,2026-02-19 02:06:01.824834+00:00,0.23541025817394257,0.000685
2026-02-19 02:06:01.855830+00:00,giga07,0.038926050479031575,2026-02-19 02:06:01.854679+00:00,0.12150462716817856,0.001151
2026-02-19 02:06:01.888930+00:00,giga07,0.040366781779796815,2026-02-19 02:06:01.889521+00:00,0.17739145457744598,-0.000591
2026-02-19 02:06:01.920309+00:00,giga07,0.0343478732600732,2026-02-19 02:06:01.919577+00:00,-0.07093266397714615,0.000732
2026-02-19 02:06:01.946508+00:00,giga07,0.03913263581549727,2026-02-19 02:06:01.944560+00:00,-0.15176650881767273,0.001948
2026-02-19 02:06:01.976734+00:00,giga07,0.028270388050176173,2026-02-19 02:06:01.974629+00:00,0.2212132066488266,0.002105
2026-02-19 02:06:02.007001+00:00,giga07,0.030324237173533233,2026-02-19 02:06:01.999530+00:00,-0.19811725616455078,0.007471
2026-02-19 02:06:02.043339+00:00,giga07,0.0416894991865166,,,
2026-02-19 02:06:02.070694+00:00,giga07,0.041062809419545175,,,
2026-02-19 02:06:02.100477+00:00,giga07,0.03868076817531812,,,
2026-02-19 02:06:02.131647+00:00,giga07,0.040287877724710604,,,
2026-02-19 02:06:02.159320+00:00,giga07,0.032254840764999626,,,
2026-02-19 02:06:02.191784+00:00,giga07,0.037874941965381596,,,
2026-02-19 02:06:02.222302+00:00,giga07,0.03433420569057779,,,
2026-02-19 02:06:02.251857+00:00,giga07,0.03212883326803052,,,
2026-02-19 02:06:02.282599+00:00,giga07,0.03276988214436442,,,
2026-02-19 02:06:02.310661+00:00,giga07,0.02772969856294355,,,
2026-02-19 02:06:02.342409+00:00,giga07,0.03163406240970046,,,
2026-02-19 02:06:02.373123+00:00,giga07,0.03112210171194571,,,
2026-02-19 02:06:02.402436+00:00,giga07,0.034318035461692244,,,
2026-02-19 02:06:02.434961+00:00,giga07,0.0385589889610549,,,
2026-02-19 02:06:02.462124+00:00,giga07,0.031226672165207043,,,
2026-02-19 02:06:02.492549+00:00,giga07,0.03400410730886783,,,
2026-02-19 02:06:02.522757+00:00,giga07,0.02997315775090716,,,
